Name	SideEffectName	MinFrequency	MaxFrequency	MeanFrequency
ofatumumab	Hypertension	0.0	0.08	0.043333333333333335
ofatumumab	Hypotension	0.0	0.05	0.02666666666666667
ofatumumab	Insomnia	0.0	0.1	0.05666666666666667
ofatumumab	Leukopenia	0.01	0.28	0.08750000000000001
ofatumumab	Lower respiratory tract infection	0.01	0.03	0.02
ofatumumab	Lymphopenia	0.07	0.2	0.135
ofatumumab	Muscle spasms	0.0	0.05	0.02666666666666667
ofatumumab	Musculoskeletal discomfort	0.0	0.03	0.015
ofatumumab	Nasopharyngitis	0.0	0.08	0.04
ofatumumab	Nausea	0.0	0.12	0.07666666666666666
ofatumumab	Neutropenia	0.14	0.56	0.28
ofatumumab	Oedema peripheral	0.01	0.09	0.05
ofatumumab	Pneumonia	0.14	0.25	0.1925
ofatumumab	Rash	0.01	0.17	0.08500000000000002
ofatumumab	Sepsis	0.08	0.1	0.09
ofatumumab	Sinusitis	0.02	0.05	0.03333333333333333
ofatumumab	Tachycardia	0.01	0.07	0.037500000000000006
ofatumumab	Upper respiratory tract infection	0.0	0.11	0.04666666666666667
ofatumumab	Urticaria	0.0	0.08	0.043333333333333335
ofloxacin	Application site reaction	0.006	0.168	0.068
ofloxacin	Blood glucose decreased	0.022	0.022	0.022
ofloxacin	Body temperature increased	0.003	0.003	0.003
ofloxacin	Dermatitis	0.01	0.01	0.01
ofloxacin	Diarrhoea	0.006	0.006	0.006
ofloxacin	Dizziness	0.0	0.01	0.00475
ofloxacin	Dry mouth	0.005	0.005	0.005
ofloxacin	Dysgeusia	0.07	0.07	0.07
ofloxacin	Ear haemorrhage	0.006	0.006	0.006
ofloxacin	Ear pain	0.006	0.01	0.007625
ofloxacin	Glucose low	0.022	0.022	0.022
ofloxacin	Headache	0.0	0.003	0.0016666666666666668
ofloxacin	Nausea	0.003	0.006	0.0045000000000000005
ofloxacin	Paraesthesia	0.01	0.01	0.01
ofloxacin	Pruritus	0.01	0.04	0.020666666666666667
ofloxacin	Rash	0.01	0.01	0.01
ofloxacin	Rash maculo-papular	0.001	0.001	0.001
ofloxacin	Tinnitus	0.003	0.003	0.003
ofloxacin	Vertigo	0.0	0.01	0.003875
ofloxacin	Vomiting	0.003	0.005	0.004
olanzapine	Abdominal distension	0.01	0.01	0.01
olanzapine	Abdominal pain	0.03	0.06	0.043333333333333335
olanzapine	Abnormal dreams	0.0	0.043	0.01975
olanzapine	Accidental injury	0.12	0.12	0.12
olanzapine	Acne	0.0	0.02	0.01
olanzapine	Agitation	0.01	0.23	0.07250000000000001
olanzapine	Akathisia	0.0	0.27	0.09900000000000002
olanzapine	Alanine aminotransferase increased	0.08	0.08	0.08
olanzapine	Alopecia	0.0001	0.0001	0.0001
olanzapine	Amblyopia	0.03	0.05	0.04
olanzapine	Amnesia	0.01	0.02	0.015
olanzapine	Anxiety	0.09	0.09	0.09
olanzapine	Arthralgia	0.01	0.05	0.0275
olanzapine	Arthropathy	0.02	0.02	0.02
olanzapine	Aspartate aminotransferase increased	0.02	1.0	0.432
olanzapine	Asthenia	0.015	0.27	0.10200000000000001
olanzapine	Back pain	0.03	0.05	0.04
olanzapine	Bilirubin total decreased	0.221	1.0	0.6105
olanzapine	Bilirubin total increased	0.0001	0.0001	0.0001
olanzapine	Bilirubin total low	0.221	1.0	0.6105
olanzapine	Blepharitis	0.02	0.02	0.02
olanzapine	Blood alkaline phosphatase increased	0.0001	0.0001	0.0001
olanzapine	Blood bilirubin decreased	0.221	1.0	0.6105
olanzapine	Blood bilirubin increased	0.0001	0.0001	0.0001
olanzapine	Blood creatine phosphokinase increased	0.0001	0.01	0.00505
olanzapine	Blood prolactin increased	0.474	1.0	0.737
olanzapine	Body temperature increased	0.0	0.06	0.0325
olanzapine	Bradycardia	0.01	0.01	0.01
olanzapine	Chest pain	0.03	0.04	0.035
olanzapine	Constipation	0.04	0.145	0.08442857142857142
olanzapine	Corneal lesion	0.01	0.01	0.01
olanzapine	Cough	0.03	0.09	0.057499999999999996
olanzapine	Cough increased	0.05	0.06	0.055
olanzapine	Creatine phosphokinase increased	0.0001	0.01	0.00505
olanzapine	Deep vein thrombosis	0.0001	0.0001	0.0001
olanzapine	Dermatitis	0.02	0.02	0.02
olanzapine	Dermatitis bullous	0.02	0.02	0.02
olanzapine	Diabetes mellitus	0.0001	0.0001	0.0001
olanzapine	Diabetic coma	0.0001	0.0001	0.0001
olanzapine	Diabetic hyperglycaemic coma	0.0001	0.0001	0.0001
olanzapine	Diabetic ketoacidosis	0.0001	0.0001	0.0001
olanzapine	Diarrhoea	0.02	0.07	0.0425
olanzapine	Dizziness	0.01	0.18	0.07715384615384616
olanzapine	Drug dependence	0.02	0.02	0.02
olanzapine	Dry mouth	0.02	0.22	0.07572727272727274
olanzapine	Dysarthria	0.0	0.02	0.01
olanzapine	Dyspepsia	0.03	0.11	0.065
olanzapine	Ear pain	0.01	0.04	0.025
olanzapine	Ecchymosis	0.05	0.05	0.05
olanzapine	Electrocardiogram QT corrected interval prolonged	0.0	0.02	0.01
olanzapine	Electrocardiogram QT prolonged	0.0	0.02	0.01
olanzapine	Embolism venous	0.0001	0.0001	0.0001
olanzapine	Epistaxis	0.01	0.03	0.02
olanzapine	Euphoric mood	0.02	0.02	0.02
olanzapine	Eye disorder	0.02	0.02	0.02
olanzapine	Fatigue	0.015	0.14	0.052750000000000005
olanzapine	Flatulence	0.01	0.02	0.015
olanzapine	Fungal skin infection	0.02	0.02	0.02
olanzapine	Gait disturbance	0.06	1.0	0.53
olanzapine	Gamma-glutamyltransferase increased	0.02	1.0	0.37366666666666665
olanzapine	Gastrointestinal pain	0.03	0.06	0.043333333333333335
olanzapine	Hallucination	0.0	1.0	0.26
olanzapine	Headache	0.13	0.18	0.15750000000000003
olanzapine	Hepatic enzyme increased	0.01	0.04	0.02666666666666667
olanzapine	Hostility	0.15	0.15	0.15
olanzapine	Hypersensitivity	0.0001	0.0001	0.0001
olanzapine	Hypersomnia	1.0	1.0	1.0
olanzapine	Hypertension	0.0	0.03	0.016666666666666666
olanzapine	Hypertonia	0.03	0.04	0.035
olanzapine	Hypotension	0.02	0.02	0.02
olanzapine	Increased appetite	0.01	1.0	0.20666666666666667
olanzapine	Injection site pain	0.02	0.03	0.025
olanzapine	Injury	0.01	0.12	0.065
olanzapine	Insomnia	0.12	0.2	0.16
olanzapine	Intentional injury	0.01	0.01	0.01
olanzapine	Jaundice	0.0001	0.0001	0.0001
olanzapine	Laryngeal pain	0.02	0.03	0.025
olanzapine	Lethargy	1.0	1.0	1.0
olanzapine	Leukopenia	0.01	0.01	0.01
olanzapine	Menstrual disorder	0.02	0.02	0.02
olanzapine	Mental disability	0.0	0.03	0.015
olanzapine	Muscle spasms	0.01	0.03	0.02
olanzapine	Muscle twitching	0.02	0.02	0.02
olanzapine	Musculoskeletal discomfort	0.01	0.05	0.0275
olanzapine	Musculoskeletal stiffness	0.01	0.04	0.023333333333333334
olanzapine	Nasal congestion	0.01	0.07	0.03333333333333333
olanzapine	Nasopharyngitis	0.01	0.06	0.035
olanzapine	Nausea	0.0	0.09	0.04
olanzapine	Neck stiffness	0.02	0.02	0.02
olanzapine	Nervousness	0.16	0.16	0.16
olanzapine	Neuroleptic malignant syndrome	0.0001	0.0001	0.0001
olanzapine	Neurosis	0.01	0.01	0.01
olanzapine	Nuchal rigidity	0.02	0.02	0.02
olanzapine	Oedema	0.02	0.02	0.02
olanzapine	Oedema peripheral	0.01	0.03	0.02
olanzapine	Orthostatic hypotension	0.01	1.0	0.2725
olanzapine	Osteoarthritis	0.0	0.02	0.01
olanzapine	PRL increased	0.474	1.0	0.737
olanzapine	Pain	0.0	0.1	0.037500000000000006
olanzapine	Pain in extremity	0.05	0.06	0.055
olanzapine	Pancreatitis	0.0001	0.0001	0.0001
olanzapine	Parkinsonism	0.0	0.2	0.07111111111111111
olanzapine	Personality disorder	0.08	0.08	0.08
olanzapine	Pharyngitis	0.016	0.101	0.04760000000000001
olanzapine	Pharyngolaryngeal pain	0.02	0.03	0.025
olanzapine	Phonological disorder	0.02	0.02	0.02
olanzapine	Phosphatase alkaline increased	0.0001	0.0001	0.0001
olanzapine	Photosensitivity reaction	0.01	0.01	0.01
olanzapine	Priapism	0.0001	0.0001	0.0001
olanzapine	Procedural pain	0.0	0.02	0.01
olanzapine	Pulmonary embolism	0.0001	0.0001	0.0001
olanzapine	Rash	0.02	0.02	0.02
olanzapine	Rash pustular	0.02	0.02	0.02
olanzapine	Respiratory tract infection	0.03	0.03	0.03
olanzapine	Rhabdomyolysis	0.0001	0.0001	0.0001
olanzapine	Rhinitis	0.07	0.1	0.085
olanzapine	Sinusitis	0.03	0.03	0.03
olanzapine	Sleep disorder	0.0	0.02	0.01
olanzapine	Sneezing	0.0	0.02	0.01
olanzapine	Somnolence	0.03	1.0	0.3081666666666667
olanzapine	Speech disorder	0.04	0.04	0.04
olanzapine	Tachycardia	0.03	0.04	0.035
olanzapine	Tension	0.16	0.16	0.16
olanzapine	Thinking abnormal	0.0	0.03	0.015
olanzapine	Thrombocytopenia	0.0001	0.0001	0.0001
olanzapine	Tooth infection	0.0	0.04	0.02
olanzapine	Toothache	0.03	0.04	0.035
olanzapine	Tremor	0.0	0.07	0.037142857142857144
olanzapine	Upper respiratory tract infection	0.01	0.04	0.02666666666666667
olanzapine	Urinary hesitation	0.0001	0.0001	0.0001
olanzapine	Urinary incontinence	0.0001	0.02	0.01005
olanzapine	Urinary retention	0.0001	0.0001	0.0001
olanzapine	Urinary tract infection	0.02	0.02	0.02
olanzapine	Vaginal discharge	0.0	0.04	0.02
olanzapine	Venous thromboembolism	0.0001	0.0001	0.0001
olanzapine	Vesiculobullous rash	0.02	0.02	0.02
olanzapine	Viral infection	0.0	0.02	0.01
olanzapine	Vomiting	0.01	0.06	0.0325
olanzapine	Weight increased	0.01	1.0	0.2545
olmesartan	Acute bronchitis	0.00431034	0.020202	0.0104057875
olmesartan	Alanine aminotransferase increased	0.00675676	0.0170455	0.010314481666666667
olmesartan	Angina pectoris	0.01	0.01	0.01
olmesartan	Anxiety	0.00170867	0.0102564	0.004609123333333333
olmesartan	Arthralgia	0.0	0.0196698	0.010166312
olmesartan	Arthritis	0.0	0.0102564	0.00531274
olmesartan	Aspartate aminotransferase increased	0.0	0.0170455	0.006911221666666666
olmesartan	Asthenia	0.0	0.0141343	0.009461964285714287
olmesartan	Back pain	0.00215517	0.040404	0.018562856
olmesartan	Blood creatine phosphokinase increased	0.00378788	0.0159011	0.008272396666666668
olmesartan	Blood creatinine increased	0.00640752	0.00913242	0.008182983333333333
olmesartan	Blood glucose increased	0.00632244	0.0112613	0.008851423333333334
olmesartan	Blood potassium decreased	0.000702494	0.0112613	0.0063452835
olmesartan	Blood potassium increased	0.01	0.01	0.01
olmesartan	Blood triglycerides increased	0.01	0.0212014	0.018136874999999997
olmesartan	Blood urea increased	0.0	0.01	0.005
olmesartan	Blood uric acid increased	0.0	0.0176678	0.009036061428571428
olmesartan	Body temperature increased	0.0	0.0322581	0.01612905
olmesartan	Bone pain	0.00512821	0.0106007	0.008399536666666665
olmesartan	Bronchitis	0.00404313	0.0505051	0.023014648571428573
olmesartan	Chest pain	0.00378788	0.0105374	0.007844225
olmesartan	Cough	0.00225225	0.0430108	0.014746760000000001
olmesartan	Creatine phosphokinase increased	0.00378788	0.0159011	0.008272396666666668
olmesartan	Dermatitis	0.01	0.01	0.01
olmesartan	Diarrhoea	0.0	0.0186161	0.010054526363636363
olmesartan	Dizziness	0.0	0.0307692	0.018867053333333335
olmesartan	Dyspepsia	0.00189394	0.0126449	0.007461971666666667
olmesartan	Eczema	0.01	0.01	0.01
olmesartan	Eosinophilia	0.0	0.0	0.0
olmesartan	Erectile dysfunction	0.00353357	0.0205128	0.009278083333333334
olmesartan	Fatigue	0.0	0.0141343	0.009372291666666668
olmesartan	Gamma-glutamyltransferase increased	0.00675676	0.0284091	0.016458286666666665
olmesartan	Gastroenteritis	0.0	0.0159011	0.007937813333333333
olmesartan	Gout	0.00353357	0.0102564	0.005859283333333333
olmesartan	Haematuria	0.0151515	0.0265018	0.020722033333333334
olmesartan	Headache	0.0	0.0752688	0.03479875133333333
olmesartan	Hyperbilirubinaemia	0.0	0.00883392	0.0035759533333333334
olmesartan	Hypercholesterolaemia	0.01	0.01	0.01
olmesartan	Hyperglycaemia	0.0094697	0.025641	0.015826066666666666
olmesartan	Hyperhidrosis	0.0	0.0344828	0.0172414
olmesartan	Hyperlipidaemia	0.01	0.01	0.01
olmesartan	Hypertriglyceridaemia	0.01	0.0212014	0.018136874999999997
olmesartan	Hyperuricaemia	0.0	0.0176678	0.009284375000000001
olmesartan	Hypotension	0.01	0.01	0.01
olmesartan	Inflicted injury	0.00512821	0.0132576	0.008484316666666667
olmesartan	Influenza	0.0	0.0377358	0.013449935555555556
olmesartan	Influenza like illness	0.0135135	0.0358974	0.0256794
olmesartan	Influenza-like symptoms	0.0300353	0.0358974	0.03270990000000001
olmesartan	Injury	0.00512821	0.0132576	0.008484316666666667
olmesartan	Insomnia	0.00189394	0.0159011	0.007091265
olmesartan	Laryngeal pain	0.0	0.0322581	0.01612905
olmesartan	Loss of consciousness	0.01	0.01	0.01
olmesartan	Musculoskeletal discomfort	0.0	0.0196698	0.010151192727272726
olmesartan	Myalgia	0.01	0.01	0.01
olmesartan	Nasopharyngitis	0.0	0.0245873	0.016219754000000003
olmesartan	Nausea	0.00189394	0.0205128	0.009137069999999999
olmesartan	Oedema peripheral	0.00378788	0.0119424	0.00681959
olmesartan	Orthostatic hypotension	0.01	0.01	0.01
olmesartan	Pain	0.00568182	0.0153846	0.009377853333333333
olmesartan	Pain in extremity	0.00469885	0.0115911	0.00918375
olmesartan	Palpitations	0.01	0.01	0.01
olmesartan	Pharyngitis	0.0	0.0215054	0.012238266250000001
olmesartan	Pharyngolaryngeal pain	0.0	0.0322581	0.01612905
olmesartan	Pseudohyperkalaemia	0.0	0.0107527	0.00537635
olmesartan	Rash	0.01	0.01	0.01
olmesartan	Rhinitis	0.0	0.0344828	0.01244723
olmesartan	Rhinorrhoea	0.0	0.0215054	0.0107527
olmesartan	Shock	0.01	0.01	0.01
olmesartan	Sinusitis	0.00900901	0.0145237	0.012222818333333335
olmesartan	Spinal disorder	0.00469885	0.00900901	0.00620844
olmesartan	Spondyloarthropathy	0.00469885	0.00900901	0.00620844
olmesartan	Syncope	0.01	0.01	0.01
olmesartan	Tachycardia	0.01	0.01	0.01
olmesartan	Toothache	0.00189394	0.0153846	0.007526296666666667
olmesartan	Tracheobronchitis	0.00431034	0.020202	0.0104057875
olmesartan	Upper respiratory tract infection	0.0	0.0358974	0.0195876
olmesartan	Urinary tract infection	0.0	0.0175139	0.011171601
olmesartan	Vertigo	0.01	0.012815	0.011153425
olmesartan	Viral infection	0.00170867	0.00421496	0.0027252933333333333
olmesartan	Viral upper respiratory tract infection	0.0	0.0	0.0
olmesartan	Vomiting	0.0	0.0322581	0.01612905
olodaterol	Arthralgia	0.0205479	0.0205479	0.0205479
olodaterol	Back pain	0.0353881	0.0353881	0.0353881
olodaterol	Bronchitis	0.0468037	0.0468037	0.0468037
olodaterol	Cough	0.0422374	0.0422374	0.0422374
olodaterol	Dermatitis	0.0216895	0.0216895	0.0216895
olodaterol	Diarrhoea	0.0285388	0.0285388	0.0285388
olodaterol	Dizziness	0.0228311	0.0228311	0.0228311
olodaterol	Musculoskeletal discomfort	0.0205479	0.0205479	0.0205479
olodaterol	Nasopharyngitis	0.113014	0.113014	0.113014
olodaterol	Rash	0.0216895	0.0216895	0.0216895
olodaterol	Upper respiratory tract infection	0.0821918	0.0821918	0.0821918
olodaterol	Urinary tract infection	0.0251142	0.0251142	0.0251142
olopatadine	Asthenia	0.00674536	0.00851789	0.0076316249999999995
olopatadine	Body temperature increased	0.010101	0.0134228	0.0117619
olopatadine	Cough	0.00505902	0.0136286	0.00934381
olopatadine	Dermatitis	0.0	0.0134228	0.0067114
olopatadine	Dry mouth	0.00168634	0.00851789	0.005102115
olopatadine	Dysgeusia	0.0084317	0.127768	0.06809984999999999
olopatadine	Epistaxis	0.0168634	0.032368	0.0246157
olopatadine	Fatigue	0.00674536	0.00851789	0.0076316249999999995
olopatadine	Headache	0.0404722	0.044293	0.0423826
olopatadine	Influenza	0.00168634	0.00851789	0.005102115
olopatadine	Laryngeal pain	0.0134907	0.0221465	0.0178186
olopatadine	Nasopharyngitis	0.00674536	0.00851789	0.0076316249999999995
olopatadine	Pharyngolaryngeal pain	0.0134907	0.0221465	0.0178186
olopatadine	Postnasal drip	0.0084317	0.0153322	0.01188195
olopatadine	Rash	0.0	0.0134228	0.0067114
olopatadine	Somnolence	0.00337268	0.00851789	0.005945285
olopatadine	Taste bitter	0.0084317	0.127768	0.06809984999999999
olopatadine	Throat irritation	0.0	0.00851789	0.004258945
olopatadine	Upper-airway cough syndrome	0.0084317	0.0153322	0.01188195
olopatadine	Urinary tract infection	0.00505902	0.011925	0.00849201
olsalazine	Abdominal bloating	0.015	0.015	0.015
olsalazine	Abdominal distension	0.015	0.015	0.015
olsalazine	Abdominal pain	0.0113379	0.101	0.05616895
olsalazine	Anorexia	0.01	0.013	0.0115
olsalazine	Arthralgia	0.04	0.04	0.04
olsalazine	Asthenia	0.018	0.018	0.018
olsalazine	Cramp muscle	0.101	0.101	0.101
olsalazine	Decreased appetite	0.01	0.013	0.0115
olsalazine	Depression	0.01	0.015	0.0125
olsalazine	Dermatitis	0.0113379	0.023	0.01716895
olsalazine	Diarrhoea	0.0589569	0.0589569	0.0589569
olsalazine	Dizziness	0.01	0.01	0.01
olsalazine	Drowsiness	0.018	0.018	0.018
olsalazine	Dyspepsia	0.02	0.04	0.03
olsalazine	Fatigue	0.018	0.018	0.018
olsalazine	Flatulence	0.015	0.015	0.015
olsalazine	Gastrointestinal pain	0.0113379	0.101	0.05616895
olsalazine	Headache	0.03	0.05	0.04
olsalazine	Heartburn	0.02	0.02	0.02
olsalazine	Insomnia	0.01	0.01	0.01
olsalazine	Lethargy	0.018	0.018	0.018
olsalazine	Lightheadedness	0.01	0.01	0.01
olsalazine	Loose stools	0.0589569	0.0589569	0.0589569
olsalazine	Muscle spasms	0.101	0.101	0.101
olsalazine	Musculoskeletal discomfort	0.04	0.04	0.04
olsalazine	Nausea	0.03	0.05	0.04
olsalazine	Pruritus	0.0113379	0.013	0.01216895
olsalazine	Rash	0.0113379	0.023	0.01716895
olsalazine	Rectal haemorrhage	0.01	0.01	0.01
olsalazine	Somnolence	0.018	0.018	0.018
olsalazine	Stomatitis	0.01	0.01	0.01
olsalazine	Upper respiratory tract infection	0.015	0.015	0.015
olsalazine	Vertigo	0.01	0.01	0.01
olsalazine	Vomiting	0.01	0.01	0.01
omeprazole	Abdominal pain	0.01	0.058	0.031111111111111114
omeprazole	Abdominal pain upper	0.01	0.01	0.01
omeprazole	Alanine aminotransferase increased	0.01	0.06	0.034999999999999996
omeprazole	Allergic cutaneous angiitis	0.0001	0.0001	0.0001
omeprazole	Alopecia	0.01	0.01	0.01
omeprazole	Aspartate aminotransferase increased	0.05	0.05	0.05
omeprazole	Asthenia	0.01	0.013	0.0115
omeprazole	Back pain	0.005	0.011	0.008
omeprazole	Body temperature increased	0.0346667	0.0346667	0.0346667
omeprazole	Constipation	0.0	0.025	0.01325
omeprazole	Cough	0.0106667	0.015	0.012222233333333332
omeprazole	Dermatitis	0.0	0.015	0.008333333333333333
omeprazole	Diarrhoea	0.02	0.28	0.08988888888888891
omeprazole	Discomfort	0.01	0.01	0.01
omeprazole	Dizziness	0.01	0.028	0.015916675
omeprazole	Dry mouth	0.02	0.039	0.0295
omeprazole	Duodenal ulcer haemorrhage	0.0426667	0.0426667	0.0426667
omeprazole	Dysgeusia	0.066	0.15	0.10533333333333333
omeprazole	Dyspepsia	0.0001	0.03	0.01505
omeprazole	Dyspnoea	0.0001	0.0001	0.0001
omeprazole	Elevated liver enzyme levels	0.01	0.01	0.01
omeprazole	Epigastric pain	0.01	0.01	0.01
omeprazole	Erectile dysfunction	0.0001	0.0001	0.0001
omeprazole	Eructation	0.01	0.01	0.01
omeprazole	Eruption	0.01	0.01	0.01
omeprazole	Erythema multiforme	0.01	0.01	0.01
omeprazole	Fatigue	0.01	0.01	0.01
omeprazole	Feeling abnormal	0.01	0.01	0.01
omeprazole	Flatulence	0.023	0.103	0.0486
omeprazole	Gastritis	0.0001	0.0001	0.0001
omeprazole	Gastrointestinal pain	0.01	0.058	0.031111111111111114
omeprazole	Gastrooesophageal reflux disease	0.44	0.56	0.5
omeprazole	Glossitis	0.01	0.01	0.01
omeprazole	Headache	0.019	0.109	0.058
omeprazole	Hepatic enzyme increased	0.01	0.01	0.01
omeprazole	Hyperhidrosis	0.01	0.01	0.01
omeprazole	Hypokalaemia	0.0001	0.0001	0.0001
omeprazole	Ill-defined disorder	0.01	0.01	0.01
omeprazole	Influenza	0.01	0.01	0.01
omeprazole	Injection site reaction	0.017	0.0426667	0.02983335
omeprazole	Insomnia	0.01	0.01	0.01
omeprazole	Leukocytoclastic vasculitis	0.0001	0.0001	0.0001
omeprazole	Malaise	0.01	0.01	0.01
omeprazole	Nausea	0.02	0.064	0.0408
omeprazole	Necrosis	0.0001	0.0001	0.0001
omeprazole	Nephrosis	0.0001	0.0001	0.0001
omeprazole	Nephrotic syndrome	0.0001	0.0001	0.0001
omeprazole	Oedema peripheral	0.01	0.01	0.01
omeprazole	Pancreatitis	0.0001	0.0001	0.0001
omeprazole	Paraesthesia	0.01	0.01	0.01
omeprazole	Pharyngitis	0.01	0.01	0.01
omeprazole	Photosensitivity	0.01	0.01	0.01
omeprazole	Photosensitivity reaction	0.01	0.01	0.01
omeprazole	Pruritus	0.01	0.011	0.010499999999999999
omeprazole	Rash	0.0	0.015	0.008333333333333333
omeprazole	Reflux esophagitis	0.44	0.44	0.44
omeprazole	Regurgitation	0.01	0.019	0.014499999999999999
omeprazole	Renal failure	0.0001	0.0001	0.0001
omeprazole	Renal impairment	0.0001	0.0001	0.0001
omeprazole	Rhinitis	0.02	0.02	0.02
omeprazole	Somnolence	0.01	0.019	0.014499999999999999
omeprazole	Sweating increased	0.01	0.01	0.01
omeprazole	Tachypnoea	0.01	0.01	0.01
omeprazole	Tongue discolouration	0.02	0.02	0.02
omeprazole	Upper respiratory tract infection	0.019	0.019	0.019
omeprazole	Urticaria	0.01	0.01	0.01
omeprazole	Vertigo	0.01	0.028	0.01725
omeprazole	Vision blurred	0.01	0.01	0.01
omeprazole	Visual acuity reduced	0.01	0.01	0.01
omeprazole	Visual disturbance	0.01	0.01	0.01
omeprazole	Visual impairment	0.01	0.01	0.01
omeprazole	Vomiting	0.032	0.032	0.032
omeprazole	Weight increased	0.0001	0.0001	0.0001
ondansetron	Agitation	0.0201097	0.0649007	0.048336800000000006
ondansetron	Akathisia	0.0	0.06	0.03
ondansetron	Anxiety	0.0201097	0.0649007	0.048336800000000006
ondansetron	Arrhythmia	0.01	0.01	0.01
ondansetron	Asthenia	0.0229008	0.132231	0.07249805000000001
ondansetron	Blindness transient	0.0001	0.0001	0.0001
ondansetron	Body temperature increased	0.0182815	0.0818182	0.054878642857142855
ondansetron	Bradycardia	0.01	0.0581818	0.0340909
ondansetron	Bronchospasm	0.00595238	0.00595238	0.00595238
ondansetron	Chest pain	0.01	0.0219378	0.0159689
ondansetron	Chills	0.0509091	0.0694698	0.06018945
ondansetron	Constipation	0.00381679	0.0909091	0.049344122500000004
ondansetron	Convulsion	0.01	0.01	0.01
ondansetron	Diarrhoea	0.0178571	0.44	0.09781176
ondansetron	Discomfort	0.0229008	0.132231	0.07249805000000001
ondansetron	Dizziness	0.0001	0.122486	0.04741921428571429
ondansetron	Drowsiness	0.0543046	0.203636	0.11279313333333334
ondansetron	Dyskinesia	0.01	0.01	0.01
ondansetron	Dystonia	0.0	0.05	0.02
ondansetron	Dystonic reaction	0.0	0.05	0.02
ondansetron	Dysuria	0.0201097	0.0201097	0.0201097
ondansetron	Electrocardiogram ST segment depression	0.01	0.01	0.01
ondansetron	Fatigue	0.0229008	0.132231	0.07249805000000001
ondansetron	Feeling abnormal	0.0229008	0.132231	0.07249805000000001
ondansetron	Feeling cold	0.0164534	0.0164534	0.0164534
ondansetron	Feeling hot	0.01	0.01	0.01
ondansetron	Genital disorder female	0.0654545	0.0654545	0.0654545
ondansetron	Headache	0.0582781	1.0	0.21781684615384614
ondansetron	Hiccups	0.01	0.01	0.01
ondansetron	Hypotension	0.01	0.0490909	0.0257908
ondansetron	Hypoxia	0.0890909	0.0890909	0.0890909
ondansetron	Ill-defined disorder	0.0229008	0.132231	0.07249805000000001
ondansetron	Injection site reaction	0.0383912	0.0383912	0.0383912
ondansetron	Liver function test abnormal	0.01	0.01	0.01
ondansetron	Malaise	0.0229008	0.132231	0.07249805000000001
ondansetron	Movement disorder	0.01	0.01	0.01
ondansetron	Musculoskeletal pain	0.104205	0.104205	0.104205
ondansetron	Oculogyric crisis	0.01	0.01	0.01
ondansetron	Pain	0.0219378	0.0219378	0.0219378
ondansetron	Paraesthesia	0.0164534	0.0164534	0.0164534
ondansetron	Post procedural pain	0.0119048	0.0119048	0.0119048
ondansetron	Procedural pain	0.0119048	0.0119048	0.0119048
ondansetron	Pruritus	0.0164534	0.0490909	0.03277215
ondansetron	Raised liver function tests	0.01	0.01	0.01
ondansetron	Shivering	0.0509091	0.0694698	0.06018945
ondansetron	Somnolence	0.0543046	0.203636	0.11279313333333334
ondansetron	Toxic epidermal necrolysis	0.0001	0.0001	0.0001
ondansetron	Toxic skin eruption	0.0001	0.0001	0.0001
ondansetron	Urinary retention	0.0310786	0.0509091	0.04099385
ondansetron	Warmth	0.01	0.01	0.01
ondansetron	Wound	0.10596	0.276364	0.191162
orlistat	Abdominal colic	0.01	0.01	0.01
orlistat	Abdominal discomfort	0.01	0.01	0.01
